Name,Price,MRP,Disc_Per,Rating,Reviews,Discount_Price
ASIAN TITAAN-01 Light Grey Men's Sports Running Shoes,732.0,2199.0,0.67,4.2,65.0,1467.0
Campus - LUCIUS Navy Men's Sports Running Shoes,726.0,2199.0,0.67,4.3,110.0,1473.0
OFF LIMITS WEMBLEY Teal Men's Sports Running Shoes,883.0,3499.0,0.75,4.2,6.0,2616.0
koburg Gray Men's Sports Running Shoes,807.0,2999.0,0.73,4.7,3.0,2192.0
Campus - AGR-007 Navy Men's Sports Running Shoes,615.0,1699.0,0.64,4.0,24.0,1084.0
VCTR Performance PF01 Gray Men's Sports Running Shoes,702.0,2999.0,0.77,4.4,62.0,2297.0
ASIAN POWERPLAY-05 Blue Men's Sports Running Shoes,820.0,2499.0,0.67,4.3,419.0,1679.0
Liberty WATSON-1E Black Men's Sports Running Shoes,847.0,2199.0,0.61,4.3,21.0,1352.0
Cult Flomo Black Men's Sports Running Shoes,1443.0,4729.0,0.69,3.8,4.0,3286.0
Clymb Beige Men's Sports Running Shoes,550.0,2100.0,0.74,4.8,5.0,1550.0
JQR - BLAST Orange Men's Sports Running Shoes,1311.0,2299.0,0.43,4.3,75.0,988.0
Campus - PHANTOM Black Men's Sports Running Shoes,827.0,2499.0,0.67,4.1,19.0,1672.0
Clymb Navy Men's Sports Running Shoes,434.0,999.0,0.57,4.0,159.0,565.0
Avant Stark Black Men's Sports Running Shoes,825.0,1819.0,0.55,4.1,119.0,994.0
ASIAN POWERPLAY-31 Charcoal Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,196.0,1658.0
Campus BRAZIL ADV PRO Grey Men's Sports Running Shoes,815.0,2299.0,0.65,4.2,290.0,1484.0
OFF LIMITS VELORA M Green Men's Sports Running Shoes,982.0,5999.0,0.84,4.2,5.0,5017.0
ASIAN BOSS-26 Black Men's Sports Running Shoes,974.0,1899.0,0.49,4.2,31.0,925.0
Cult Strix Orange Men's Sports Running Shoes,1733.0,4069.0,0.57,4.5,29.0,2336.0
Action Sports Shoes For Men Blue Men's Sports Running Shoes,797.0,2299.0,0.65,4.1,15.0,1502.0
PENNEN Black Men's Sports Running Shoes,341.0,999.0,0.66,4.0,5.0,658.0
JQR - PROTEIN Light Grey Men's Sports Running Shoes,622.0,1199.0,0.48,4.2,98.0,577.0
Action - ATG-987 Blue Men's Sports Running Shoes,754.0,1899.0,0.6,4.1,376.0,1145.0
Campus CRYSTA PRO Gray Running Shoes,720.0,1499.0,0.52,4.4,108.0,779.0
ASIAN - OXYGEN-05 Blue Men's Sports Running Shoes,859.0,1999.0,0.57,4.3,238.0,1140.0
Campus - FINE Blue Men's Sports Running Shoes,807.0,1699.0,0.53,4.4,7.0,892.0
Cult AeroSprint Blue Men's Sports Running Shoes,2061.0,4399.0,0.53,5.0,3.0,2338.0
OFF LIMITS BRAZIL Cream Men's Sports Running Shoes,1031.0,4299.0,0.76,4.4,57.0,3268.0
ASIAN - OXYGEN-01 Blue Men's Sports Running Shoes,854.0,1999.0,0.57,4.2,411.0,1145.0
Campus HYPE PRO White Men's Sports Running Shoes,909.0,3299.0,0.72,4.5,171.0,2390.0
ASIAN POWERPLAY-25 Navy Men's Sports Running Shoes,841.0,2499.0,0.66,4.2,80.0,1658.0
OFF LIMITS STUSSY Wine Men's Sports Running Shoes,1081.0,3699.0,0.71,3.9,727.0,2618.0
Liberty Brisk-01 Dark Grey Men's Sports Running Shoes,1008.0,1799.0,0.44,4.2,165.0,791.0
OFF LIMITS BRAZIL Off White Men's Sports Running Shoes,1031.0,4299.0,0.76,4.4,57.0,3268.0
Avant RiderX Gray Men's Sports Running Shoes,907.0,1809.0,0.5,4.1,36.0,902.0
ASIAN EXPRESS-10 Gray Men's Sports Running Shoes,618.0,1499.0,0.59,4.2,1170.0,881.0
Campus MASK Gray Men's Sports Running Shoes,773.0,1899.0,0.59,4.1,14.0,1126.0
Campus Lifestyle Olive Casual Shoes,890.0,1499.0,0.41,4.5,76.0,609.0
OFF LIMITS ROGER Teal Men's Sports Running Shoes,695.0,2499.0,0.72,4.3,87.0,1804.0
Campus GLOAM Gray Men's Sports Running Shoes,1353.0,1799.0,0.25,3.7,7.0,446.0
Avant Bolt Slip On Blue Running Shoes,593.0,1899.0,0.69,4.1,1774.0,1306.0
ASIAN Blue Men's Sports Running Shoes,577.0,999.0,0.42,3.9,11738.0,422.0
Campus ARTEMIS Blue Men's Sports Running Shoes,973.0,1899.0,0.49,4.3,978.0,926.0
Campus REBEL Blue Men's Sports Running Shoes,1072.0,2599.0,0.59,4.2,30.0,1527.0
Campus JARVIS White Men's Sports Running Shoes,943.0,2599.0,0.64,3.9,20.0,1656.0
Avant Nest 2.0 Cream Men's Sports Running Shoes,713.0,1229.0,0.42,4.2,48.0,516.0
OFF LIMITS STUSSY Off White Men's Sports Running Shoes,1081.0,3699.0,0.71,3.9,727.0,2618.0
Campus COIL PRO Black Men's Sports Running Shoes,1097.0,3499.0,0.69,4.3,57.0,2402.0
ASIAN POWERPLAY-31 Navy Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,196.0,1658.0
Clymb Gray Men's Sports Running Shoes,632.0,2100.0,0.7,4.2,49.0,1468.0
ASIAN BOSS-25 Black Men's Sports Running Shoes,1099.0,1999.0,0.45,3.7,15.0,900.0
JQR - BLAST Maroon Men's Sports Running Shoes,1311.0,2299.0,0.43,4.3,75.0,988.0
Campus BRAZIL ADV PRO White Running Shoes,815.0,2299.0,0.65,4.2,290.0,1484.0
ASIAN Black Men's Sports Running Shoes,577.0,999.0,0.42,3.8,4244.0,422.0
Bersache Men Running shoe Gray Men's Sports Running Shoes,772.0,4999.0,0.85,4.1,14.0,4227.0
OFF LIMITS HACHIKO Multicolor Men's Sports Running Shoes,695.0,3299.0,0.79,4.0,182.0,2604.0
Bersache Sports Shoes Gray Men's Sports Running Shoes,1018.0,4999.0,0.8,4.0,70.0,3981.0
Action  Navy  Men's Sports Running Shoes,883.0,2799.0,0.68,4.1,257.0,1916.0
Cult GlaciusX Black Men's Sports Running Shoes,1819.0,4999.0,0.64,3.7,28.0,3180.0
ASIAN PLATINUM-04 Navy Men's Sports Running Shoes,603.0,1399.0,0.57,4.1,110.0,796.0
ASIAN TERMINATOR-08 Navy Men's Sports Running Shoes,575.0,1299.0,0.56,4.2,62.0,724.0
Avant PassionX Black Men's Sports Running Shoes,506.0,859.0,0.41,4.0,181.0,353.0
ASIAN MOONWALK-01 Gray Men's Sports Running Shoes,550.0,999.0,0.45,4.2,554.0,449.0
TR 71 White Men's Sports Running Shoes,440.0,1499.0,0.71,5.0,2.0,1059.0
ASIAN creta-12 Light Grey Men's Sports Running Shoes,698.0,1699.0,0.59,4.0,199.0,1001.0
VCTR Dynamic DYN01 Black Men's Sports Running Shoes,797.0,3299.0,0.76,4.5,39.0,2502.0
Liberty BLAKES-2E Black Men's Sports Running Shoes,935.0,1899.0,0.51,4.1,94.0,964.0
JQR GLOBAL PRO White Men's Sports Running Shoes,899.0,1699.0,0.47,4.5,2.0,800.0
Campus - CAMP KRIPTO Yellow Men's Sports Running Shoes,807.0,1699.0,0.53,4.4,250.0,892.0
Action Men's Blue Running Shoes,883.0,2799.0,0.68,4.1,257.0,1916.0
Cult Nebula Light Blue Men's Sports Running Shoes,1849.0,4499.0,0.59,3.6,16.0,2650.0
ASIAN Black Men's Sports Running Shoes,575.0,999.0,0.42,4.2,607.0,424.0
Campus EMERGE Gray Men's Sports Running Shoes,1046.0,2299.0,0.55,4.4,27.0,1253.0
OFF LIMITS OPUS Blue Men's Sports Running Shoes,1031.0,6499.0,0.84,4.0,17.0,5468.0
JQR FIREFLY-PLUS Green Men's Sports Running Shoes,1049.0,3499.0,0.7,4.4,11.0,2450.0
Campus ROCKET PRO Black  Men's Sports Running Shoes,786.0,1999.0,0.61,4.1,41.0,1213.0
Cult Catalyst Black Men's Sports Running Shoes,1513.0,3479.0,0.57,4.0,10.0,1966.0
ASIAN TITAAN-02 Light Grey Men's Sports Running Shoes,732.0,1999.0,0.63,4.3,55.0,1267.0
Campus TORMENTOR Gray Running Shoes,929.0,2499.0,0.63,4.2,639.0,1570.0
Campus REFRESH PRO Gray Men's Sports Running Shoes,704.0,1399.0,0.5,4.1,73.0,695.0
VCTR Northstar NR01 Black Men's Sports Running Shoes,607.0,2199.0,0.72,4.3,50.0,1592.0
ASIAN HATTRICK-36 Blue Men's Sports Running Shoes,647.0,1199.0,0.46,3.8,50.0,552.0
Stravik White Men's Sports Running Shoes,607.0,1999.0,0.7,4.6,5.0,1392.0
ASIAN HYPERCUSHION-05 Black Men's Sports Running Shoes,1649.0,2999.0,0.45,4.1,23.0,1350.0
Campus BRAZIL PRO Black  Men's Sports Running Shoes,860.0,1599.0,0.46,4.2,686.0,739.0
OFF LIMITS GLADIATOR Black Men's Sports Running Shoes,1081.0,5499.0,0.8,4.1,202.0,4418.0
ASIAN BOSS-01 Black Men's Sports Running Shoes,1039.0,1599.0,0.35,4.3,148.0,560.0
Campus TROPHY Black Running Shoes,751.0,1499.0,0.5,4.2,31.0,748.0
Campus - LUCAS Brown Men's Sports Running Shoes,776.0,1699.0,0.54,4.3,12.0,923.0
ASIAN HYPERCUSHION-04 Navy Men's Sports Running Shoes,1449.0,2799.0,0.48,4.3,41.0,1350.0
ASIAN COSCO-21 Brown Men's Sports Running Shoes,566.0,1399.0,0.6,4.3,7.0,833.0
Cult Zeon Blue Men's Sports Running Shoes,1849.0,4599.0,0.6,3.5,12.0,2750.0
Campus ARTEMIS Purple Running Shoes,902.0,1899.0,0.53,4.3,978.0,997.0
ASIAN EVEREST-01 Dark Grey Men's Sports Running Shoes,1280.0,1999.0,0.36,4.3,328.0,719.0
Cult Blazon Blue Men's Sports Running Shoes,1650.0,3839.0,0.57,3.9,12.0,2189.0
Action Sports Running Shoes Light Grey Men's Sports Running Shoes,883.0,2799.0,0.68,4.2,2425.0,1916.0
Campus SLAKE Black Men's Sports Running Shoes,738.0,1999.0,0.63,4.6,19.0,1261.0
PENNEN Black Men's Sports Running Shoes,328.0,999.0,0.67,3.5,4.0,671.0
ASIAN CIVIC-04 Light Grey Men's Sports Running Shoes,689.0,1999.0,0.66,4.1,64.0,1310.0
ASIAN ORBIT-03 Black Men's Sports Running Shoes,589.0,1299.0,0.55,4.2,74.0,710.0
Campus REFRESH PRO Blue  Men's Sports Running Shoes,745.0,1399.0,0.47,4.3,714.0,654.0
Campus ALLEN Black  Men's Sports Running Shoes,890.0,1499.0,0.41,4.2,86.0,609.0
Campus ALLEN Navy Running Shoes,960.0,1499.0,0.36,4.3,132.0,539.0
JQR  White  Men's Sports Running Shoes,959.0,1599.0,0.4,4.2,709.0,640.0
Campus BRAZIL PRO Beige  Men's Sports Running Shoes,895.0,1599.0,0.44,4.2,686.0,704.0
OFF LIMITS ONYX Light Grey Men's Sports Running Shoes,1279.0,7199.0,0.82,4.1,35.0,5920.0
ASIAN CIVIC-01 Black Men's Sports Running Shoes,730.0,2199.0,0.67,4.1,36.0,1469.0
Clymb Black Running Shoes,434.0,1499.0,0.71,3.9,163.0,1065.0
VCTR Flow Plus Black Men's Sports Running Shoes,464.0,2399.0,0.81,4.7,3.0,1935.0
ASIAN POWERPLAY-31 Black Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,196.0,1658.0
ASIAN CIVIC-04 Off White Men's Sports Running Shoes,689.0,1999.0,0.66,4.1,64.0,1310.0
Kzaara Black Men's Sports Running Shoes,365.0,1290.0,0.72,4.6,5.0,925.0
JQR JQR MAX Gray Running Shoes,782.0,1999.0,0.61,4.1,230.0,1217.0
Cult Zeon Gray Men's Sports Running Shoes,1849.0,4599.0,0.6,3.5,12.0,2750.0
Campus SYRUS Black  Men's Sports Running Shoes,1110.0,1699.0,0.35,4.1,130.0,589.0
ASIAN WIND-04 White Men's Sports Running Shoes,603.0,1299.0,0.54,4.2,1159.0,696.0
ASIAN BOSS-32 White Men's Sports Running Shoes,954.0,1899.0,0.5,4.3,69.0,945.0
RYKO Socks Shoes Black Men's Sports Running Shoes,476.0,1299.0,0.63,3.8,5.0,823.0
Action Sports Running Shoes Blue Men's Sports Running Shoes,1336.0,3799.0,0.65,4.2,117.0,2463.0
Bersache Men running shoe  Light Blue Men's Sports Running Shoes,994.0,4999.0,0.8,4.0,20.0,4005.0
Clymb COSCO Black Men's Sports Running Shoes,515.0,999.0,0.48,4.2,6.0,484.0
Bersache Men Sports Shoes Yellow Men's Sports Running Shoes,676.0,1999.0,0.66,4.3,32.0,1323.0
ASIAN BOSS-14 Black Men's Sports Running Shoes,999.0,1799.0,0.44,4.1,54.0,800.0
Red Chief R1718 White Men's Sports Running Shoes,2526.0,5899.0,0.57,4.2,5.0,3373.0
OFF LIMITS - SPEED CAT White Men's Sports Running Shoes,982.0,2799.0,0.65,4.3,81.0,1817.0
ASIAN POWERPLAY-08 Off White Men's Sports Running Shoes,832.0,2499.0,0.67,4.0,115.0,1667.0
ASIAN BOSS-26 Dark Grey Men's Sports Running Shoes,974.0,1899.0,0.49,4.2,31.0,925.0
ASIAN BOSS-21 Light Grey Men's Sports Running Shoes,1066.0,1999.0,0.47,4.1,81.0,933.0
VCTR Airforce ARF01 Gray Men's Sports Running Shoes,512.0,1899.0,0.73,3.9,7.0,1387.0
VCTR Airforce ARF01 Black Men's Sports Running Shoes,512.0,1899.0,0.73,3.9,7.0,1387.0
Liberty - Blue Men's Sports Running Shoes,796.0,3299.0,0.76,3.7,18.0,2503.0
ASIAN Black Men's Sports Running Shoes,602.0,999.0,0.4,4.2,1301.0,397.0
ASIAN BOSS-01 Navy Men's Sports Running Shoes,1039.0,1599.0,0.35,4.3,148.0,560.0
ASIAN HYPERCUSHION-05 Light Grey Men's Sports Running Shoes,1649.0,2999.0,0.45,4.1,23.0,1350.0
Campus Refresh Pro Black Men's Sports Running Shoes,739.0,1399.0,0.47,4.2,1320.0,660.0
Campus QUBA Light Grey Men's Sports Running Shoes,738.0,1499.0,0.51,4.3,62.0,761.0
Bersache Gray Men's Sports Running Shoes,1018.0,4999.0,0.8,4.0,52.0,3981.0
Avant Lightweight Navy Running Shoes,593.0,1349.0,0.56,4.0,449.0,756.0
Campus - MOVE Black Men's Sports Running Shoes,807.0,1899.0,0.58,4.4,230.0,1092.0
ASIAN RAFTAAR-14 Burgundy Men's Sports Running Shoes,661.0,1999.0,0.67,4.6,16.0,1338.0
ASIAN POWERPLAY-06 Navy Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,61.0,1658.0
Campus Camp Kripto Gray Running Shoes,738.0,1699.0,0.57,4.4,250.0,961.0
ASIAN VOCAL-25 Black Men's Sports Running Shoes,521.0,999.0,0.48,4.1,870.0,478.0
Campus - TORMENTOR Navy Men's Sports Running Shoes,994.0,2499.0,0.6,4.2,639.0,1505.0
JQR RTGS PLUS Green Men's Sports Running Shoes,999.0,1899.0,0.47,4.1,77.0,900.0
Campus JARVIS Dark Grey Men's Sports Running Shoes,822.0,2599.0,0.68,3.9,20.0,1777.0
Clymb Cosco Beige Men's Sports Running Shoes,644.0,2499.0,0.74,5.0,3.0,1855.0
JQR FIREFLY-PLUS Black Men's Sports Running Shoes,1049.0,3499.0,0.7,4.4,11.0,2450.0
Bersache Sports Shoes Blue Men's Sports Running Shoes,994.0,4999.0,0.8,4.2,42.0,4005.0
JQR 3D-MAX Off White Men's Sports Running Shoes,949.0,1699.0,0.44,4.2,63.0,750.0
JQR - PROTEIN Navy Men's Sports Running Shoes,622.0,1199.0,0.48,4.2,98.0,577.0
Cult Raze Black Men's Sports Running Shoes,1229.0,2729.0,0.55,4.6,12.0,1500.0
ASIAN Future-04 Blue Men's Sports Running Shoes,607.0,999.0,0.39,4.0,259.0,392.0
Action Sports Shoes For Men Navy Men's Sports Running Shoes,797.0,2299.0,0.65,4.1,15.0,1502.0
ASIAN WONDER-11 White Men's Sports Running Shoes,580.0,999.0,0.42,4.0,2290.0,419.0
Campus Belgium Plus Navy Running Shoes,678.0,1699.0,0.6,4.3,34.0,1021.0
Avant Axion Black Men's Sports Running Shoes,567.0,949.0,0.4,4.6,11.0,382.0
JQR BELLA-N White Men's Sports Running Shoes,999.0,1399.0,0.29,4.1,21.0,400.0
World Wear Footwear Blue Men's Sports Running Shoes,457.0,1899.0,0.76,4.2,5.0,1442.0
JQR RTGS PLUS White Men's Sports Running Shoes,999.0,1899.0,0.47,4.1,77.0,900.0
Bersache Men Sports Shoes Red Men's Sports Running Shoes,676.0,1999.0,0.66,4.3,32.0,1323.0
Liberty BLAKES-2E White Men's Sports Running Shoes,903.0,1899.0,0.52,4.1,94.0,996.0
Campus MASK WHITE Men's Sports Running Shoes,773.0,1899.0,0.59,4.1,14.0,1126.0
JQR - GLOBAL Light Grey Men's Sports Running Shoes,899.0,1699.0,0.47,4.2,304.0,800.0
Campus - BOOMER (N) Gray Men's Sports Running Shoes,707.0,1119.0,0.37,3.9,39.0,412.0
ASIAN POWERKICK-05 Blue Men's Sports Running Shoes,896.0,2799.0,0.68,3.7,23.0,1903.0
Action Gray Men's Sports Running Shoes,586.0,1399.0,0.58,4.3,57.0,813.0
OFF LIMITS OPUS Black Men's Sports Running Shoes,1031.0,6499.0,0.84,3.3,7.0,5468.0
Campus GRETTA White Men's Sports Running Shoes,1046.0,1349.0,0.22,4.5,15.0,303.0
Campus KIZER White Running Shoes,1273.0,1899.0,0.33,4.2,561.0,626.0
ASIAN Superfit Brown Men's Sports Running Shoes,579.0,999.0,0.42,4.0,7245.0,420.0
Campus SLAKE Navy Men's Sports Running Shoes,707.0,1999.0,0.65,4.6,19.0,1292.0
Campus CRYSTA PRO Blue Running Shoes,720.0,1499.0,0.52,4.2,71.0,779.0
Campus GALLAP Blue Men's Sports Running Shoes,2149.0,2149.0,0.0,4.4,55.0,0.0
ASIAN BOSS-21 Cream Men's Sports Running Shoes,1066.0,1999.0,0.47,4.1,81.0,933.0
JQR BOUNCER White Running Shoes,891.0,1699.0,0.48,3.7,41.0,808.0
Cult Dynex Orange Men's Sports Running Shoes,1815.0,3969.0,0.54,3.9,15.0,2154.0
ASIAN White Men's Sports Running Shoes,575.0,999.0,0.42,4.1,313.0,424.0
DUCKINS White Men's Sports Running Shoes,507.0,1999.0,0.75,5.0,2.0,1492.0
ASIAN POWERPLAY-06 White Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,61.0,1658.0
Campus - PHYRON White Men's Sports Running Shoes,697.0,1499.0,0.54,4.1,10.0,802.0
ASIAN EVEREST-02 Gray Men's Sports Running Shoes,1316.0,2499.0,0.47,4.3,219.0,1183.0
JQR AETHER Black Men's Sports Running Shoes,891.0,1399.0,0.36,4.5,16.0,508.0
Hotspot White Men's Sports Running Shoes,564.0,2249.0,0.75,3.3,3.0,1685.0
VCTR Dynamic DYN01 Blue Men's Sports Running Shoes,797.0,3299.0,0.76,4.5,39.0,2502.0
ASIAN SUPERWALK-08 Blue Men's Sports Running Shoes,664.0,1499.0,0.56,4.2,454.0,835.0
OFF LIMITS BRIXTON Off White Men's Sports Running Shoes,784.0,3999.0,0.8,4.5,6.0,3215.0
Ajanta - Gray Men's Sports Running Shoes,740.0,1899.0,0.61,4.4,161.0,1159.0
Cult Hyperion Blue Men's Sports Running Shoes,1304.0,3009.0,0.57,4.4,42.0,1705.0
Action Sports Running Shoes White Men's Sports Running Shoes,1336.0,3799.0,0.65,4.2,117.0,2463.0
Cult Speedster Black Men's Sports Running Shoes,1611.0,5709.0,0.72,3.8,6.0,4098.0
ASIAN - Crystal-13 Gray Men's Sports Running Shoes,993.0,2499.0,0.6,4.4,47.0,1506.0
Campus TORMENTOR Black  Men's Sports Running Shoes,963.0,2499.0,0.61,4.2,639.0,1536.0
ASIAN CIVIC-01 Beige Men's Sports Running Shoes,730.0,2199.0,0.67,4.1,36.0,1469.0
ASIAN POWERPLAY-08 Light Grey Men's Sports Running Shoes,832.0,2499.0,0.67,4.0,115.0,1667.0
Campus - PROMOTE Navy Men's Sports Running Shoes,1799.0,1799.0,0.0,4.7,7.0,0.0
Clymb VIBE 7 GREY Light Grey Men's Sports Running Shoes,614.0,2100.0,0.71,4.5,20.0,1486.0
OFF LIMITS HACHIKO Off White Men's Sports Running Shoes,695.0,3299.0,0.79,4.1,105.0,2604.0
Cult Stratus Blue Men's Sports Running Shoes,1720.0,4579.0,0.62,3.6,14.0,2859.0
Campus T-Cross Pro Navy Running Shoes,745.0,1299.0,0.43,4.2,5.0,554.0
Avant Bolt Slip Black Men's Sports Running Shoes,593.0,1849.0,0.68,4.1,1774.0,1256.0
Liberty Black Men's Sports Running Shoes,736.0,2199.0,0.67,4.1,237.0,1463.0
ASIAN POWERPLAY-31 Olive Men's Sports Running Shoes,841.0,2499.0,0.66,4.1,196.0,1658.0
Campus MARGOT Dark Grey Men's Sports Running Shoes,1819.0,2799.0,0.35,4.3,98.0,980.0
GOLDSTAR Brown Running Shoes,468.0,999.0,0.53,4.1,100.0,531.0
JQR - GLOBAL Navy Men's Sports Running Shoes,899.0,1699.0,0.47,4.2,304.0,800.0
ASIAN HYPERCUSHION-05 White Men's Sports Running Shoes,1649.0,2999.0,0.45,5.0,1.0,1350.0
Campus DRAGON Navy  Men's Sports Running Shoes,891.0,2499.0,0.64,4.1,680.0,1608.0
Campus CUSTOM BLACK Men's Sports Running Shoes,909.0,2899.0,0.69,4.6,5.0,1990.0
ASIAN TITAAN-02 Navy Men's Sports Running Shoes,732.0,1999.0,0.63,4.3,55.0,1267.0
Cult Flytor Black Men's Sports Running Shoes,1513.0,3519.0,0.57,3.6,5.0,2006.0
Clymb Racer Light Blue Men's Sports Running Shoes,533.0,2100.0,0.75,3.9,72.0,1567.0
Campus RENEGADE White  Men's Sports Running Shoes,822.0,2199.0,0.63,3.7,52.0,1377.0
Red Chief W7011 Black Men's Sports Running Shoes,1386.0,3099.0,0.55,4.8,4.0,1713.0
Cult Torque Black Men's Sports Running Shoes,1849.0,4699.0,0.61,4.0,7.0,2850.0
ASIAN COSCO Navy Men's Sports Running Shoes,602.0,999.0,0.4,4.2,5233.0,397.0
JQR RUBICON Black Men's Sports Running Shoes,1311.0,1699.0,0.23,4.0,6.0,388.0
Clymb Sports Blue Men's Sports Running Shoes,503.0,999.0,0.5,3.4,5.0,496.0
Liberty GHD-102 Black Men's Sports Running Shoes,1594.0,2199.0,0.28,4.2,9.0,605.0
ASIAN RAFTAAR-08 Green Men's Sports Running Shoes,688.0,1999.0,0.66,4.2,49.0,1311.0
ASIAN NIGHTGLOW-02 Green Men's Sports Running Shoes,1014.0,2999.0,0.66,4.2,209.0,1985.0
OFF LIMITS WEMBLEY B&T Teal Men's Sports Running Shoes,1377.0,6299.0,0.78,4.8,15.0,4922.0
JQR - Blue Men's Sports Running Shoes,865.0,2499.0,0.65,5.0,4.0,1634.0
VCTR Racer RC01 Workout Off White Men's Sports Running Shoes,797.0,3299.0,0.76,4.3,25.0,2502.0
koburg Black Men's Sports Running Shoes,770.0,2999.0,0.74,4.2,16.0,2229.0
Campus PORIUM Black Men's Sports Running Shoes,977.0,1899.0,0.49,4.5,90.0,922.0
Campus DRAGON White  Men's Sports Running Shoes,1000.0,2499.0,0.6,4.1,860.0,1499.0
Bersache Men Runnig shoe Brown Men's Sports Running Shoes,477.0,699.0,0.32,4.5,8.0,222.0
Action Navy Men's Sports Running Shoes,797.0,2299.0,0.65,4.2,755.0,1502.0
Campus GREG PRO Dark Grey Men's Sports Running Shoes,854.0,2999.0,0.72,4.3,21.0,2145.0
PENNEN Red Men's Sports Running Shoes,522.0,999.0,0.48,4.2,5.0,477.0
ASIAN BOSS-26 Navy Men's Sports Running Shoes,974.0,1899.0,0.49,4.2,31.0,925.0
ASIAN CIVIC-04 Olive Men's Sports Running Shoes,689.0,1999.0,0.66,4.1,64.0,1310.0
JQR ZAPATOS-08 Brown Men's Sports Running Shoes,902.0,1799.0,0.5,4.2,5.0,897.0
OFF LIMITS ROGER Navy Men's Sports Running Shoes,695.0,2499.0,0.72,4.2,378.0,1804.0
OFF LIMITS SKYLINE White Men's Sports Running Shoes,883.0,3799.0,0.77,4.1,95.0,2916.0
Liberty FLATRON-1E Dark Grey Men's Sports Running Shoes,836.0,2499.0,0.67,4.0,37.0,1663.0
Campus MARGOT Olive Men's Sports Running Shoes,1199.0,2799.0,0.57,4.3,98.0,1600.0
OFF LIMITS KAIRO Light Grey Men's Sports Running Shoes,982.0,3999.0,0.75,4.0,21.0,3017.0
JQR WRANGLER Light Grey Men's Sports Running Shoes,1338.0,1699.0,0.21,5.0,6.0,361.0
Campus VAYU Blue Running Shoes,778.0,1119.0,0.3,4.1,65.0,341.0
PENNEN Black Men's Sports Running Shoes,341.0,999.0,0.66,4.5,2.0,658.0
ASIAN QUANTUM-25 Dark Grey Men's Sports Running Shoes,1849.0,3299.0,0.44,3.4,9.0,1450.0
ASIAN TERMINATOR-08 White Men's Sports Running Shoes,575.0,1299.0,0.56,4.2,62.0,724.0
ASIAN WATERPROOF-17 Navy Men's Sports Running Shoes,631.0,1299.0,0.51,4.1,606.0,668.0
ASIAN NAVIGATOR-03 Light Grey Men's Sports Running Shoes,841.0,2999.0,0.72,4.0,13.0,2158.0
Spartan X 9 Navy Blue Men's Sports Running Shoes,606.0,1499.0,0.6,3.9,82.0,893.0
Campus JARVIS Black Men's Sports Running Shoes,822.0,2599.0,0.68,3.9,20.0,1777.0
ASIAN WATERPROOF-21 Black Men's Sports Running Shoes,592.0,1499.0,0.61,3.9,9.0,907.0
Cult DynoFlex Navy Men's Sports Running Shoes,1124.0,2909.0,0.61,4.2,18.0,1785.0
Cult Dynex Blue Men's Sports Running Shoes,1815.0,3969.0,0.54,3.9,15.0,2154.0
OFF LIMITS ROGER Black Men's Sports Running Shoes,695.0,2499.0,0.72,4.2,6.0,1804.0
OFF LIMITS FALCON Off White Men's Sports Running Shoes,784.0,3999.0,0.8,3.8,4.0,3215.0
ASIAN Khaki Men's Sports Running Shoes,602.0,999.0,0.4,4.2,5233.0,397.0
Campus COMET White Men's Sports Running Shoes,1251.0,1649.0,0.24,3.5,2.0,398.0
ASIAN TITAAN-01 Black Men's Sports Running Shoes,732.0,2199.0,0.67,4.2,65.0,1467.0
JK Port Sports shoes for men Black Men's Sports Running Shoes,640.0,2999.0,0.79,3.8,17.0,2359.0
ASIAN FUTURE-01 Gray Men's Sports Running Shoes,592.0,999.0,0.41,4.3,464.0,407.0
Campus KING PRO Red Running Shoes,640.0,1099.0,0.42,4.2,36.0,459.0
Liberty COLUMBIA6E Olive Men's Sports Running Shoes,968.0,2499.0,0.61,4.3,35.0,1531.0
ASIAN HYPERCUSHION-05 Beige Men's Sports Running Shoes,1649.0,2999.0,0.45,4.1,23.0,1350.0
Campus GALLAP Black Men's Sports Running Shoes,2149.0,2149.0,0.0,4.4,55.0,0.0
Bersache Blue Men's Sports Running Shoes,994.0,4999.0,0.8,4.1,35.0,4005.0
OFF LIMITS BOOSTER Light Grey Men's Sports Running Shoes,883.0,4999.0,0.82,4.7,3.0,4116.0
Action Sports Shoes For Men Maroon Men's Sports Running Shoes,883.0,2799.0,0.68,4.5,94.0,1916.0
OFF LIMITS - ROGER White Men's Sports Running Shoes,695.0,2499.0,0.72,4.2,378.0,1804.0
Clymb Gray Men's Sports Running Shoes,533.0,1900.0,0.72,3.6,98.0,1367.0
Campus STREET-RUN Black  Men's Sports Running Shoes,963.0,2499.0,0.61,4.2,1365.0,1536.0
Cult Torque Light Grey Men's Sports Running Shoes,1849.0,4699.0,0.61,4.0,7.0,2850.0
ASIAN SUPERFIT Gray Men's Sports Running Shoes,589.0,999.0,0.41,4.2,449.0,410.0
Bersache Sport Shoes Red Men's Sports Running Shoes,760.0,4999.0,0.85,4.5,2.0,4239.0
